Divipola,Departamento,Municipio,Numerador,Denominador,ValorIndicador,Anio
25718,Cundinamarca,Sasaima,0,89,0.00,2017
25736,Cundinamarca,Sesquilé,0,116,0.00,2017
25740,Cundinamarca,Sibaté,0,460,0.00,2017
25743,Cundinamarca,Silvania,0,225,0.00,2017
25745,Cundinamarca,Simijaca,0,150,0.00,2017
25758,Cundinamarca,Sopó,0,264,0.00,2017
25777,Cundinamarca,Supatá,0,42,0.00,2017
25779,Cundinamarca,Susa,0,68,0.00,2017
25781,Cundinamarca,Sutatausa,0,69,0.00,2017
25785,Cundinamarca,Tabio,0,243,0.00,2017
25797,Cundinamarca,Tena,0,72,0.00,2017
25805,Cundinamarca,Tibacuy,0,35,0.00,2017
25807,Cundinamarca,Tibirita,0,18,0.00,2017
25815,Cundinamarca,Tocaima,0,173,0.00,2017
25817,Cundinamarca,Tocancipá,1,563,177.62,2017
25823,Cundinamarca,Topaipí,0,31,0.00,2017
25851,Cundinamarca,Útica,0,27,0.00,2017
25862,Cundinamarca,Vergara,0,33,0.00,2017
25871,Cundinamarca,Villagómez,0,12,0.00,2017
25873,Cundinamarca,Villapinzón,0,207,0.00,2017
25875,Cundinamarca,Villeta,0,312,0.00,2017
25878,Cundinamarca,Viotá,0,133,0.00,2017
25898,Cundinamarca,Zipacón,0,42,0.00,2017
27006,Chocó,Acandí,0,163,0.00,2017
27025,Chocó,Alto Baudo,1,91,1098.90,2017
27075,Chocó,Bahía Solano,0,148,0.00,2017
27077,Chocó,Bajo Baudó,1,86,1162.79,2017
27099,Chocó,Bojaya,1,82,1219.51,2017
27135,Chocó,El Cantón del San Pablo,0,55,0.00,2017
27150,Chocó,Carmen del Darien,0,89,0.00,2017
27160,Chocó,Cértegui,0,51,0.00,2017
27245,Chocó,El Carmen de Atrato,0,105,0.00,2017
27372,Chocó,Juradó,0,20,0.00,2017
27413,Chocó,Lloró,0,95,0.00,2017
27495,Chocó,Nuquí,1,54,1851.85,2017
27580,Chocó,Río Iro,0,29,0.00,2017
27600,Chocó,Río Quito,0,88,0.00,2017
27660,Chocó,San José del Palmar,0,73,0.00,2017
27745,Chocó,Sipí,0,21,0.00,2017
27787,Chocó,Tadó,0,229,0.00,2017
27800,Chocó,Unguía,0,116,0.00,2017
27810,Chocó,Unión Panamericana,0,58,0.00,2017
41013,Huila,Agrado,0,156,0.00,2017
41020,Huila,Algeciras,0,339,0.00,2017
41026,Huila,Altamira,0,50,0.00,2017
41206,Huila,Colombia,0,115,0.00,2017
41244,Huila,Elías,0,47,0.00,2017
41306,Huila,Gigante,1,361,277.01,2017
41319,Huila,Guadalupe,0,291,0.00,2017
41378,Huila,La Argentina,0,234,0.00,2017
41483,Huila,Nátaga,0,125,0.00,2017
41503,Huila,Oporapa,0,211,0.00,2017
41518,Huila,Paicol,0,94,0.00,2017
41524,Huila,Palermo,0,379,0.00,2017
41530,Huila,Palestina,0,220,0.00,2017
41548,Huila,Pital,0,258,0.00,2017
41551,Huila,Pitalito,1,2690,37.17,2017
41615,Huila,Rivera,0,308,0.00,2017
41660,Huila,Saladoblanco,0,228,0.00,2017
41797,Huila,Tesalia,0,148,0.00,2017
41799,Huila,Tello,0,163,0.00,2017
41801,Huila,Teruel,0,114,0.00,2017
41807,Huila,Timaná,0,317,0.00,2017
41872,Huila,Villavieja,0,75,0.00,2017
41885,Huila,Yaguará,0,104,0.00,2017
44078,La Guajira,Barrancas,0,569,0.00,2017
44098,La Guajira,Distracción,1,174,574.71,2017
44110,La Guajira,El Molino,0,91,0.00,2017
44279,La Guajira,Fonseca,0,746,0.00,2017
44378,La Guajira,Hatonuevo,0,394,0.00,2017
44420,La Guajira,La Jagua del Pilar,1,37,2702.70,2017
44874,La Guajira,Villanueva,0,393,0.00,2017
47030,Magdalena,Algarrobo,1,224,446.43,2017
47161,Magdalena,Cerro San Antonio,0,150,0.00,2017
47205,Magdalena,Concordia,0,91,0.00,2017
47258,Magdalena,El Piñon,0,274,0.00,2017
47460,Magdalena,Nueva Granada,0,373,0.00,2017
47541,Magdalena,Pedraza,0,107,0.00,2017
47605,Magdalena,Remolino,0,98,0.00,2017
47660,Magdalena,Sabanas de San Angel,0,179,0.00,2017
47675,Magdalena,Salamina,0,115,0.00,2017
47692,Magdalena,San Sebastián de Buenavista,0,335,0.00,2017
47703,Magdalena,San Zenón,0,192,0.00,2017
47707,Magdalena,Santa Ana,0,360,0.00,2017
47720,Magdalena,Santa Bárbara de Pinto,0,108,0.00,2017
47745,Magdalena,Sitionuevo,0,271,0.00,2017
50110,Meta,Barranca de Upía,0,112,0.00,2017
50124,Meta,Cabuyaro,0,66,0.00,2017
50223,Meta,Cubarral,0,87,0.00,2017
50226,Meta,Cumaral,0,259,0.00,2017
50245,Meta,El Calvario,0,13,0.00,2017
50251,Meta,El Castillo,1,118,847.46,2017
50270,Meta,El Dorado,0,40,0.00,2017
50318,Meta,Guamal,0,192,0.00,2017
50330,Meta,Mesetas,0,142,0.00,2017
50400,Meta,Lejanías,0,161,0.00,2017
50450,Meta,Puerto Concordia,0,123,0.00,2017
50568,Meta,Puerto Gaitán,1,775,129.03,2017
50573,Meta,Puerto López,0,519,0.00,2017
50590,Meta,Puerto Rico,0,159,0.00,2017
50606,Meta,Restrepo,0,202,0.00,2017
50680,Meta,San Carlos de Guaroa,0,159,0.00,2017
50686,Meta,San Juanito,1,30,3333.33,2017
50689,Meta,San Martín,0,342,0.00,2017
50711,Meta,Vistahermosa,0,232,0.00,2017
52019,Nariño,Albán,0,66,0.00,2017
52022,Nariño,Aldana,0,83,0.00,2017
52036,Nariño,Ancuyá,0,52,0.00,2017
52083,Nariño,Belén,0,68,0.00,2017
52110,Nariño,Buesaco,1,224,446.43,2017
52203,Nariño,Colón,0,65,0.00,2017
52207,Nariño,Consaca,0,81,0.00,2017
52210,Nariño,Contadero,0,70,0.00,2017
52215,Nariño,Córdoba,0,189,0.00,2017
52224,Nariño,Cuaspud,0,88,0.00,2017
52233,Nariño,Cumbitara,0,91,0.00,2017
52240,Nariño,Chachagüí,0,146,0.00,2017
52254,Nariño,El Peñol,0,45,0.00,2017
52256,Nariño,El Rosario,0,61,0.00,2017
52258,Nariño,El Tablón de Gómez,0,132,0.00,2017
52260,Nariño,El Tambo,0,125,0.00,2017
52287,Nariño,Funes,0,68,0.00,2017
52317,Nariño,Guachucal,0,177,0.00,2017
52320,Nariño,Guaitarilla,0,97,0.00,2017
52352,Nariño,Iles,0,68,0.00,2017
52354,Nariño,Imués,0,55,0.00,2017
52378,Nariño,La Cruz,0,156,0.00,2017
52381,Nariño,La Florida,0,93,0.00,2017
52385,Nariño,La Llanada,0,49,0.00,2017
52399,Nariño,La Unión,0,358,0.00,2017
52405,Nariño,Leiva,0,89,0.00,2017
52411,Nariño,Linares,0,76,0.00,2017
52418,Nariño,Los Andes,0,103,0.00,2017
52427,Nariño,Magüi,1,78,1282.05,2017
52435,Nariño,Mallama,0,75,0.00,2017
52480,Nariño,Nariño,0,69,0.00,2017
52506,Nariño,Ospina,0,70,0.00,2017
52520,Nariño,Francisco Pizarro,1,120,833.33,2017
52540,Nariño,Policarpa,0,159,0.00,2017
52560,Nariño,Potosí,0,145,0.00,2017
52565,Nariño,Providencia,0,47,0.00,2017
52573,Nariño,Puerres,0,89,0.00,2017
52585,Nariño,Pupiales,0,169,0.00,2017
52612,Nariño,Ricaurte,1,292,342.47,2017
52621,Nariño,Roberto Payán,0,131,0.00,2017
52683,Nariño,Sandoná,0,166,0.00,2017
52685,Nariño,San Bernardo,0,70,0.00,2017
52687,Nariño,San Lorenzo,0,155,0.00,2017
52693,Nariño,San Pablo,0,121,0.00,2017
52694,Nariño,San Pedro de Cartago,0,54,0.00,2017
52696,Nariño,Santa Bárbara,0,91,0.00,2017
52699,Nariño,Santacruz,0,84,0.00,2017
52720,Nariño,Sapuyes,0,53,0.00,2017
52786,Nariño,Taminango,0,134,0.00,2017
52788,Nariño,Tangua,1,107,934.58,2017
52885,Nariño,Yacuanquer,0,79,0.00,2017
54051,Norte de Santander,Arboledas,0,95,0.00,2017
54099,Norte de Santander,Bochalema,0,63,0.00,2017
54125,Norte de Santander,Cácota,0,34,0.00,2017
54128,Norte de Santander,Cachirá,0,109,0.00,2017
54172,Norte de Santander,Chinácota,0,153,0.00,2017
54174,Norte de Santander,Chitagá,0,100,0.00,2017
54223,Norte de Santander,Cucutilla,0,75,0.00,2017
54239,Norte de Santander,Durania,0,38,0.00,2017
54245,Norte de Santander,El Carmen,0,142,0.00,2017
54250,Norte de Santander,El Tarra,1,301,332.23,2017
54313,Norte de Santander,Gramalote,0,47,0.00,2017
54344,Norte de Santander,Hacarí,0,155,0.00,2017
54347,Norte de Santander,Herrán,0,14,0.00,2017
54377,Norte de Santander,Labateca,0,59,0.00,2017
54385,Norte de Santander,La Esperanza,0,129,0.00,2017
54398,Norte de Santander,La Playa,0,89,0.00,2017
54405,Norte de Santander,Los Patios,0,892,0.00,2017
54418,Norte de Santander,Lourdes,0,67,0.00,2017
54480,Norte de Santander,Mutiscua,0,36,0.00,2017
54553,Norte de Santander,Puerto Santander,0,210,0.00,2017
54599,Norte de Santander,Ragonvalia,0,52,0.00,2017
54660,Norte de Santander,Salazar,0,75,0.00,2017
54670,Norte de Santander,San Calixto,0,86,0.00,2017
54673,Norte de Santander,San Cayetano,0,58,0.00,2017
54680,Norte de Santander,Santiago,0,33,0.00,2017
54720,Norte de Santander,Sardinata,0,278,0.00,2017
54743,Norte de Santander,Silos,0,44,0.00,2017
54871,Norte de Santander,Villa Caro,0,51,0.00,2017
63111,Quindio,Buenavista,0,16,0.00,2017
63212,Quindio,Córdoba,0,49,0.00,2017
63272,Quindio,Filandia,0,95,0.00,2017
63302,Quindio,Génova,0,81,0.00,2017
63401,Quindio,La Tebaida,0,452,0.00,2017
63548,Quindio,Pijao,0,62,0.00,2017
63594,Quindio,Quimbaya,0,352,0.00,2017
63690,Quindio,Salento,0,49,0.00,2017
66045,Risaralda,Apía,0,100,0.00,2017
66075,Risaralda,Balboa,0,71,0.00,2017
66088,Risaralda,Belén de Umbría,0,265,0.00,2017
66318,Risaralda,Guática,0,108,0.00,2017
66383,Risaralda,La Celia,0,71,0.00,2017
66400,Risaralda,La Virginia,0,379,0.00,2017
66440,Risaralda,Marsella,0,185,0.00,2017
68013,Santander,Aguada,0,27,0.00,2017
68020,Santander,Albania,0,32,0.00,2017
68051,Santander,Aratoca,0,89,0.00,2017
68079,Santander,Barichara,0,78,0.00,2017
68092,Santander,Betulia,0,46,0.00,2017
68101,Santander,Bolívar,0,104,0.00,2017
68121,Santander,Cabrera,0,17,0.00,2017
68132,Santander,California,0,19,0.00,2017
68147,Santander,Capitanejo,0,45,0.00,2017
68152,Santander,Carcasí,0,45,0.00,2017
68160,Santander,Cepitá,0,10,0.00,2017
68162,Santander,Cerrito,0,65,0.00,2017
68167,Santander,Charalá,0,135,0.00,2017
68169,Santander,Charta,0,17,0.00,2017
68176,Santander,Chima,0,24,0.00,2017
68179,Santander,Chipatá,0,38,0.00,2017
68207,Santander,Concepción,0,67,0.00,2017
68209,Santander,Confines,0,31,0.00,2017
68211,Santander,Contratación,0,38,0.00,2017
68229,Santander,Curití,0,143,0.00,2017
68235,Santander,El Carmen de Chucurí,0,179,0.00,2017
68245,Santander,El Guacamayo,0,15,0.00,2017
68250,Santander,El Peñón,0,53,0.00,2017
68264,Santander,Encino,0,31,0.00,2017
68266,Santander,Enciso,0,32,0.00,2017
68271,Santander,Florián,0,44,0.00,2017
68296,Santander,Galán,0,37,0.00,2017
68298,Santander,Gambita,0,50,0.00,2017
68318,Santander,Guaca,0,47,0.00,2017
68320,Santander,Guadalupe,0,30,0.00,2017
68322,Santander,Guapotá,0,23,0.00,2017
68324,Santander,Guavatá,0,25,0.00,2017
68327,Santander,Güepsa,0,51,0.00,2017
68344,Santander,Hato,0,15,0.00,2017
68368,Santander,Jesús María,0,27,0.00,2017
68370,Santander,Jordán,0,20,0.00,2017
68377,Santander,La Belleza,0,63,0.00,2017
68385,Santander,Landázuri,0,116,0.00,2017
68397,Santander,La Paz,0,28,0.00,2017
68406,Santander,Lebríja,1,530,188.68,2017
68418,Santander,Los Santos,0,168,0.00,2017
68425,Santander,Macaravita,0,22,0.00,2017
68432,Santander,Málaga,0,295,0.00,2017
68444,Santander,Matanza,0,39,0.00,2017
68464,Santander,Mogotes,0,138,0.00,2017
68468,Santander,Molagavita,0,50,0.00,2017
68498,Santander,Ocamonte,0,49,0.00,2017
68500,Santander,Oiba,0,126,0.00,2017
68522,Santander,Palmar,0,17,0.00,2017
68524,Santander,Palmas del Socorro,0,25,0.00,2017
68533,Santander,Páramo,0,70,0.00,2017
68549,Santander,Pinchote,0,46,0.00,2017
68573,Santander,Puerto Parra,0,102,0.00,2017
68575,Santander,Puerto Wilches,0,390,0.00,2017
68669,Santander,San Andrés,0,71,0.00,2017
68673,Santander,San Benito,0,19,0.00,2017
68679,Santander,San Gil,0,810,0.00,2017
68686,Santander,San Miguel,0,20,0.00,2017
68705,Santander,Santa Bárbara,0,23,0.00,2017
68745,Santander,Simacota,0,48,0.00,2017
68755,Santander,Socorro,1,457,218.82,2017
68770,Santander,Suaita,0,96,0.00,2017
68780,Santander,Suratá,0,28,0.00,2017
68820,Santander,Tona,0,48,0.00,2017
68855,Santander,Valle de San José,0,80,0.00,2017
68861,Santander,Vélez,0,220,0.00,2017
68867,Santander,Vetas,0,16,0.00,2017
68872,Santander,Villanueva,0,81,0.00,2017
68895,Santander,Zapatoca,0,115,0.00,2017
70110,Sucre,Buenavista,0,152,0.00,2017
70204,Sucre,Coloso,0,112,0.00,2017
70221,Sucre,Coveñas,0,253,0.00,2017
70230,Sucre,Chalán,0,68,0.00,2017
70233,Sucre,El Roble,0,142,0.00,2017
70235,Sucre,Galeras,0,387,0.00,2017
70265,Sucre,Guaranda,0,393,0.00,2017
70418,Sucre,Los Palmitos,0,325,0.00,2017
70473,Sucre,Morroa,0,212,0.00,2017
70523,Sucre,Palmito,0,195,0.00,2017
70702,Sucre,San Juan de Betulia,0,180,0.00,2017
70713,Sucre,San Onofre,0,808,0.00,2017
70742,Sucre,San Luis de Sincé,0,450,0.00,2017
70771,Sucre,Sucre,0,307,0.00,2017
70820,Sucre,Santiago de Tolú,0,587,0.00,2017
73024,Tolima,Alpujarra,0,39,0.00,2017
73030,Tolima,Ambalema,0,83,0.00,2017
73043,Tolima,Anzoátegui,0,114,0.00,2017
73067,Tolima,Ataco,1,257,389.11,2017
73124,Tolima,Cajamarca,0,265,0.00,2017
73148,Tolima,Carmen de Apicalá,0,117,0.00,2017
73152,Tolima,Casabianca,0,84,0.00,2017
73200,Tolima,Coello,0,96,0.00,2017
73226,Tolima,Cunday,0,97,0.00,2017
73236,Tolima,Dolores,0,97,0.00,2017
73270,Tolima,Falan,0,76,0.00,2017
73275,Tolima,Flandes,1,364,274.73,2017
73319,Tolima,Guamo,0,417,0.00,2017
73347,Tolima,Herveo,0,49,0.00,2017
73349,Tolima,Honda,0,336,0.00,2017
73352,Tolima,Icononzo,0,120,0.00,2017
73461,Tolima,Murillo,0,37,0.00,2017
73483,Tolima,Natagaima,0,247,0.00,2017
73520,Tolima,Palocabildo,0,141,0.00,2017
73547,Tolima,Piedras,0,53,0.00,2017
73563,Tolima,Prado,0,109,0.00,2017
73622,Tolima,Roncesvalles,0,74,0.00,2017
73624,Tolima,Rovira,1,322,310.56,2017
73671,Tolima,Saldaña,0,176,0.00,2017
73678,Tolima,San Luis,1,130,769.23,2017
73686,Tolima,Santa Isabel,0,69,0.00,2017
73770,Tolima,Suárez,0,29,0.00,2017
73854,Tolima,Valle de San Juan,0,48,0.00,2017
73861,Tolima,Venadillo,0,137,0.00,2017
73870,Tolima,Villahermosa,0,99,0.00,2017
76020,Valle del Cauca,Alcalá,0,175,0.00,2017
76036,Valle del Cauca,Andalucía,0,239,0.00,2017
76054,Valle del Cauca,Argelia,0,51,0.00,2017
76122,Valle del Cauca,Caicedonia,0,308,0.00,2017
76126,Valle del Cauca,Calima,0,161,0.00,2017
76233,Valle del Cauca,Dagua,0,458,0.00,2017
76243,Valle del Cauca,El Águila,0,90,0.00,2017
76246,Valle del Cauca,El Cairo,0,57,0.00,2017
76377,Valle del Cauca,La Cumbre,0,108,0.00,2017
76403,Valle del Cauca,La Victoria,0,97,0.00,2017
76497,Valle del Cauca,Obando,0,110,0.00,2017
76563,Valle del Cauca,Pradera,0,551,0.00,2017
76606,Valle del Cauca,Restrepo,0,172,0.00,2017
76670,Valle del Cauca,San Pedro,0,159,0.00,2017
76823,Valle del Cauca,Toro,0,130,0.00,2017
76828,Valle del Cauca,Trujillo,0,194,0.00,2017
76863,Valle del Cauca,Versalles,0,55,0.00,2017
76869,Valle del Cauca,Vijes,0,114,0.00,2017
76892,Valle del Cauca,Yumbo,1,1077,92.85,2017
81220,Arauca,Cravo Norte,0,53,0.00,2017
81591,Arauca,Puerto Rondón,0,87,0.00,2017
81736,Arauca,Saravena,0,891,0.00,2017
81794,Arauca,Tame,0,1046,0.00,2017
85010,Casanare,Aguazul,0,536,0.00,2017
85015,Casanare,Chameza,0,25,0.00,2017
85125,Casanare,Hato Corozal,0,177,0.00,2017
85136,Casanare,La Salina,0,12,0.00,2017
85139,Casanare,Maní,0,250,0.00,2017
85162,Casanare,Monterrey,0,200,0.00,2017
85230,Casanare,Orocué,0,151,0.00,2017
85263,Casanare,Pore,0,192,0.00,2017
85279,Casanare,Recetor,0,12,0.00,2017
85300,Casanare,Sabanalarga,0,27,0.00,2017
85315,Casanare,Sácama,0,11,0.00,2017
85325,Casanare,San Luis de Palenque,0,103,0.00,2017
85400,Casanare,Támara,0,85,0.00,2017
85410,Casanare,Tauramena,0,352,0.00,2017
85430,Casanare,Trinidad,0,170,0.00,2017
86569,Putumayo,Puerto Caicedo,0,183,0.00,2017
86571,Putumayo,Puerto Guzmán,0,246,0.00,2017
86749,Putumayo,Sibundoy,0,203,0.00,2017
86755,Putumayo,San Francisco,0,59,0.00,2017
86757,Putumayo,San Miguel,0,142,0.00,2017
86760,Putumayo,Santiago,0,103,0.00,2017
86865,Putumayo,Valle del Guamuez,0,422,0.00,2017
86885,Putumayo,Villagarzón,0,394,0.00,2017
88564,Archipiélago de San Andrés,Providencia,0,52,0.00,2017
91001,Amazonas,Leticia,1,1105,90.50,2017
91263,Amazonas,El Encanto (ANM),0,25,0.00,2017
91405,Amazonas,La Chorrera (ANM),0,48,0.00,2017
91407,Amazonas,La Pedrera (ANM),0,38,0.00,2017
91430,Amazonas,La Victoria (ANM),0,0,#¡DIV/0!,2017
91460,Amazonas,Miriti - Paraná (ANM),0,7,0.00,2017
91530,Amazonas,Puerto Alegría (ANM),0,9,0.00,2017
91536,Amazonas,Puerto Arica (ANM),0,6,0.00,2017
91540,Amazonas,Puerto Nariño,0,142,0.00,2017
91669,Amazonas,Puerto Santander (ANM),0,7,0.00,2017
94663,Guainía,Mapiripana,0,4,0.00,2017
94883,Guainía,San Felipe (ANM),0,13,0.00,2017
94886,Guainía,Cacahual (ANM),0,2,0.00,2017
94887,Guainía,Pana Pana (ANM),0,8,0.00,2017
95015,Guaviare,Calamar,0,109,0.00,2017
97001,Vaupés,Mitú,0,452,0.00,2017
97511,Vaupés,Pacoa (ANM),0,53,0.00,2017
97777,Vaupés,Papunaua (ANM),0,6,0.00,2017
97889,Vaupés,Yavaraté (ANM),0,18,0.00,2017
99001,Vichada,Puerto Carreño,2,439,455.58,2017
99524,Vichada,La Primavera,2,130,1538.46,2017
99773,Vichada,Cumaribo,0,375,0.00,2017
0,Total Nacional,Total Nacional,294,649115,45.29,2018
2000,Total Municipios PDET,Total Municipios PDET,77,104082,73.98,2018
11001,"Bogotá, D.C.","Bogotá, D.C.",22,87191,25.23,2018
5000,Antioquia,Antioquia,28,74637,37.51,2018
76000,Valle del Cauca,Valle del Cauca,12,49179,24.40,2018
13000,Bolivar,Bolivar,15,35707,42.01,2018
8000,Atlántico,Atlántico,20,42425,47.14,2018
25000,Cundinamarca,Cundinamarca,15,34867,43.02,2018
