Divipola,Departamento,Municipio,Numerador,Denominador,ValorIndicador,Anio
68296,Santander,Galán,0,25,0.00,2010
68298,Santander,Gambita,0,31,0.00,2010
68318,Santander,Guaca,0,79,0.00,2010
68320,Santander,Guadalupe,0,47,0.00,2010
68322,Santander,Guapotá,0,19,0.00,2010
68324,Santander,Guavatá,0,34,0.00,2010
68327,Santander,Güepsa,0,67,0.00,2010
68344,Santander,Hato,0,28,0.00,2010
68368,Santander,Jesús María,0,30,0.00,2010
68370,Santander,Jordán,0,20,0.00,2010
68377,Santander,La Belleza,0,92,0.00,2010
68385,Santander,Landázuri,0,145,0.00,2010
68397,Santander,La Paz,0,42,0.00,2010
68406,Santander,Lebríja,0,537,0.00,2010
68418,Santander,Los Santos,0,196,0.00,2010
68425,Santander,Macaravita,0,17,0.00,2010
68432,Santander,Málaga,0,236,0.00,2010
68444,Santander,Matanza,0,59,0.00,2010
68464,Santander,Mogotes,0,158,0.00,2010
68468,Santander,Molagavita,0,51,0.00,2010
68498,Santander,Ocamonte,0,73,0.00,2010
68500,Santander,Oiba,0,140,0.00,2010
68522,Santander,Palmar,0,17,0.00,2010
68524,Santander,Palmas del Socorro,0,32,0.00,2010
68533,Santander,Páramo,0,62,0.00,2010
68549,Santander,Pinchote,0,43,0.00,2010
68573,Santander,Puerto Parra,1,76,1315.79,2010
68575,Santander,Puerto Wilches,0,615,0.00,2010
68669,Santander,San Andrés,1,120,833.33,2010
68673,Santander,San Benito,1,27,3703.70,2010
68679,Santander,San Gil,1,752,132.98,2010
68686,Santander,San Miguel,0,26,0.00,2010
68705,Santander,Santa Bárbara,0,20,0.00,2010
68745,Santander,Simacota,0,95,0.00,2010
68755,Santander,Socorro,0,388,0.00,2010
68770,Santander,Suaita,0,88,0.00,2010
68780,Santander,Suratá,0,48,0.00,2010
68820,Santander,Tona,0,59,0.00,2010
68855,Santander,Valle de San José,0,85,0.00,2010
68861,Santander,Vélez,1,238,420.17,2010
68867,Santander,Vetas,0,11,0.00,2010
68872,Santander,Villanueva,0,102,0.00,2010
68895,Santander,Zapatoca,0,111,0.00,2010
70110,Sucre,Buenavista,0,192,0.00,2010
70204,Sucre,Coloso,0,121,0.00,2010
70221,Sucre,Coveñas,0,196,0.00,2010
70230,Sucre,Chalán,0,66,0.00,2010
70233,Sucre,El Roble,0,128,0.00,2010
70235,Sucre,Galeras,0,323,0.00,2010
70265,Sucre,Guaranda,0,253,0.00,2010
70418,Sucre,Los Palmitos,0,342,0.00,2010
70473,Sucre,Morroa,0,201,0.00,2010
70523,Sucre,Palmito,0,223,0.00,2010
70702,Sucre,San Juan de Betulia,0,194,0.00,2010
70713,Sucre,San Onofre,2,737,271.37,2010
70742,Sucre,San Luis de Sincé,0,463,0.00,2010
70771,Sucre,Sucre,2,311,643.09,2010
70820,Sucre,Santiago de Tolú,1,460,217.39,2010
73024,Tolima,Alpujarra,1,60,1666.67,2010
73030,Tolima,Ambalema,1,79,1265.82,2010
73043,Tolima,Anzoátegui,0,127,0.00,2010
73067,Tolima,Ataco,0,277,0.00,2010
73124,Tolima,Cajamarca,0,298,0.00,2010
73148,Tolima,Carmen de Apicalá,0,105,0.00,2010
73152,Tolima,Casabianca,0,102,0.00,2010
73200,Tolima,Coello,0,107,0.00,2010
73226,Tolima,Cunday,0,102,0.00,2010
73236,Tolima,Dolores,0,110,0.00,2010
73270,Tolima,Falan,0,88,0.00,2010
73275,Tolima,Flandes,0,355,0.00,2010
73319,Tolima,Guamo,0,426,0.00,2010
73347,Tolima,Herveo,0,72,0.00,2010
73349,Tolima,Honda,0,340,0.00,2010
73352,Tolima,Icononzo,0,117,0.00,2010
73461,Tolima,Murillo,0,76,0.00,2010
73483,Tolima,Natagaima,1,275,363.64,2010
73520,Tolima,Palocabildo,0,131,0.00,2010
73547,Tolima,Piedras,0,54,0.00,2010
73563,Tolima,Prado,0,119,0.00,2010
73622,Tolima,Roncesvalles,0,71,0.00,2010
73624,Tolima,Rovira,0,410,0.00,2010
73671,Tolima,Saldaña,0,221,0.00,2010
73678,Tolima,San Luis,0,150,0.00,2010
73686,Tolima,Santa Isabel,2,99,2020.20,2010
73770,Tolima,Suárez,0,49,0.00,2010
73854,Tolima,Valle de San Juan,1,58,1724.14,2010
73861,Tolima,Venadillo,1,176,568.18,2010
73870,Tolima,Villahermosa,0,139,0.00,2010
76020,Valle del Cauca,Alcalá,0,150,0.00,2010
76036,Valle del Cauca,Andalucía,0,225,0.00,2010
76054,Valle del Cauca,Argelia,0,79,0.00,2010
76122,Valle del Cauca,Caicedonia,1,341,293.26,2010
76126,Valle del Cauca,Calima,0,198,0.00,2010
76233,Valle del Cauca,Dagua,2,458,436.68,2010
76243,Valle del Cauca,El Águila,0,115,0.00,2010
76246,Valle del Cauca,El Cairo,0,80,0.00,2010
76377,Valle del Cauca,La Cumbre,0,138,0.00,2010
76403,Valle del Cauca,La Victoria,0,139,0.00,2010
76497,Valle del Cauca,Obando,0,157,0.00,2010
76563,Valle del Cauca,Pradera,1,610,163.93,2010
76606,Valle del Cauca,Restrepo,0,184,0.00,2010
76670,Valle del Cauca,San Pedro,0,159,0.00,2010
76823,Valle del Cauca,Toro,0,216,0.00,2010
76828,Valle del Cauca,Trujillo,0,195,0.00,2010
76863,Valle del Cauca,Versalles,0,99,0.00,2010
76869,Valle del Cauca,Vijes,0,89,0.00,2010
76892,Valle del Cauca,Yumbo,0,1215,0.00,2010
81220,Arauca,Cravo Norte,0,54,0.00,2010
81591,Arauca,Puerto Rondón,1,69,1449.28,2010
81736,Arauca,Saravena,2,980,204.08,2010
81794,Arauca,Tame,0,883,0.00,2010
85010,Casanare,Aguazul,0,566,0.00,2010
85015,Casanare,Chameza,1,22,4545.45,2010
85125,Casanare,Hato Corozal,0,197,0.00,2010
85136,Casanare,La Salina,0,12,0.00,2010
85139,Casanare,Maní,0,203,0.00,2010
85162,Casanare,Monterrey,1,252,396.83,2010
85230,Casanare,Orocué,0,159,0.00,2010
85263,Casanare,Pore,0,127,0.00,2010
85279,Casanare,Recetor,0,14,0.00,2010
85300,Casanare,Sabanalarga,0,30,0.00,2010
85315,Casanare,Sácama,0,19,0.00,2010
85325,Casanare,San Luis de Palenque,0,127,0.00,2010
85400,Casanare,Támara,0,133,0.00,2010
85410,Casanare,Tauramena,0,329,0.00,2010
85430,Casanare,Trinidad,0,209,0.00,2010
86569,Putumayo,Puerto Caicedo,0,113,0.00,2010
86571,Putumayo,Puerto Guzmán,0,259,0.00,2010
86749,Putumayo,Sibundoy,0,222,0.00,2010
86755,Putumayo,San Francisco,0,71,0.00,2010
86757,Putumayo,San Miguel,0,84,0.00,2010
86760,Putumayo,Santiago,1,86,1162.79,2010
86865,Putumayo,Valle del Guamuez,2,267,749.06,2010
86885,Putumayo,Villagarzón,1,297,336.70,2010
88564,Archipiélago de San Andrés,Providencia,0,29,0.00,2010
91001,Amazonas,Leticia,0,953,0.00,2010
91263,Amazonas,El Encanto (ANM),0,17,0.00,2010
91405,Amazonas,La Chorrera (ANM),0,18,0.00,2010
91407,Amazonas,La Pedrera (ANM),0,50,0.00,2010
91430,Amazonas,La Victoria (ANM),0,0,#¡DIV/0!,2010
91460,Amazonas,Miriti - Paraná (ANM),0,10,0.00,2010
91530,Amazonas,Puerto Alegría (ANM),0,2,0.00,2010
91536,Amazonas,Puerto Arica (ANM),0,11,0.00,2010
91540,Amazonas,Puerto Nariño,0,121,0.00,2010
91669,Amazonas,Puerto Santander (ANM),0,14,0.00,2010
94663,Guainía,Mapiripana,0,3,0.00,2010
94883,Guainía,San Felipe (ANM),0,0,#¡DIV/0!,2010
94886,Guainía,Cacahual (ANM),0,1,0.00,2010
94887,Guainía,Pana Pana (ANM),0,0,#¡DIV/0!,2010
95015,Guaviare,Calamar,0,89,0.00,2010
97001,Vaupés,Mitú,0,421,0.00,2010
97511,Vaupés,Pacoa (ANM),0,55,0.00,2010
97777,Vaupés,Papunaua (ANM),0,2,0.00,2010
97889,Vaupés,Yavaraté (ANM),0,33,0.00,2010
99001,Vichada,Puerto Carreño,0,335,0.00,2010
99524,Vichada,La Primavera,0,178,0.00,2010
99773,Vichada,Cumaribo,0,264,0.00,2010
0,Total Nacional,Total Nacional,458,665499,68.82,2011
2000,Total Municipios PDET,Total Municipios PDET,100,100555,99.45,2011
11001,"Bogotá, D.C.","Bogotá, D.C.",45,107007,42.05,2011
5000,Antioquia,Antioquia,43,76417,56.27,2011
76000,Valle del Cauca,Valle del Cauca,32,56098,57.04,2011
13000,Bolivar,Bolivar,25,35046,71.33,2011
8000,Atlántico,Atlántico,25,35059,71.31,2011
25000,Cundinamarca,Cundinamarca,20,33583,59.55,2011
76001,Valle del Cauca,Cali,16,29496,54.24,2011
47000,Magdalena,Magdalena,18,22720,79.23,2011
19000,Cauca,Cauca,27,16799,160.72,2011
2012,Sierra Nevada - Perijá,Sierra Nevada - Perijá,21,27779,75.60,2011
73000,Tolima,Tolima,7,19685,35.56,2011
52000,Nariño,Nariño,22,18283,120.33,2011
54000,Norte de Santander,Norte de Santander,11,21276,51.70,2011
68000,Santander,Santander,11,30790,35.73,2011
44000,La Guajira,La Guajira,21,12676,165.67,2011
15000,Boyacá,Boyacá,6,17157,34.97,2011
5001,Antioquia,Medellín,12,27675,43.36,2011
8001,Atlántico,Barranquilla,10,19909,50.23,2011
27000,Chocó,Chocó,21,6147,341.63,2011
2003,Bajo Cauca y Nordeste Antioqueño,Bajo Cauca y Nordeste Antioqueño,6,7357,81.55,2011
2009,Pacífico Medio,Pacífico Medio,7,6294,111.22,2011
50000,Meta,Meta,12,15210,78.90,2011
2010,Pacífico y Frontera Nariñense,Pacífico y Frontera Nariñense,8,4730,169.13,2011
2016,Urabá Antioqueño,Urabá Antioqueño,9,9730,92.50,2011
76109,Valle del Cauca,Buenaventura,6,5652,106.16,2011
13001,Bolívar,Cartagena,9,19014,47.33,2011
66000,Risaralda,Risaralda,6,11989,50.05,2011
2005,Chocó,Chocó,6,1656,362.32,2011
18000,Caquetá,Caquetá,5,7445,67.16,2011
2006,Cuenca del Caguán y Piedemonte Caqueteño,Cuenca del Caguán y Piedemonte Caqueteño,5,7809,64.03,2011
41000,Huila,Huila,11,20013,54.96,2011
70000,Sucre,Sucre,13,15481,83.97,2011
2001,Alto Patía - Norte del Cauca,Alto Patía - Norte del Cauca,12,8875,135.21,2011
47001,Magdalena,Santa Marta,5,9099,54.95,2011
23000,Córdoba ,Córdoba ,25,27364,91.36,2011
20000,Cesar,Cesar,21,20824,100.85,2011
54001,Norte de Santander,Cúcuta,2,11669,17.14,2011
2013,Sur de Bolívar,Sur de Bolívar,1,2475,40.40,2011
27001,Chocó,Quibdó,8,3175,251.97,2011
2008,Montes de María,Montes de María,5,6067,82.41,2011
2007,Macarena - Guaviare,Macarena - Guaviare,2,2420,82.64,2011
76834,Valle del Cauca,Tuluá,2,2708,73.86,2011
17000,Caldas,Caldas,8,10691,74.83,2011
73001,Tolima,Ibagué,3,7809,38.42,2011
8758,Atlántico,Soledad,4,6925,57.76,2011
50001,Meta,Villavicencio,4,8477,47.19,2011
52001,Nariño,Pasto,4,4872,82.10,2011
25754,Cundinamarca,Soacha,7,6304,111.04,2011
63000,Quindio,Quindio,2,6067,32.97,2011
5495,Antioquia,Nechí,0,490,0.00,2011
44430,La Guajira,Maicao,4,3231,123.80,2011
52835,Nariño,San Andrés de Tumaco,4,2972,134.59,2011
66001,Risaralda,Pereira,1,5642,17.72,2011
44847,La Guajira,Uribia,3,919,326.44,2011
47189,Magdalena,Ciénaga,1,2282,43.82,2011
95000,Guaviare,Guaviare,1,1290,77.52,2011
19517,Cauca,Paez,2,617,324.15,2011
2004,Catatumbo,Catatumbo,3,2203,136.18,2011
44001,La Guajira,Riohacha,5,4254,117.54,2011
17380,Caldas,La Dorada,0,1321,0.00,2011
19001,Cauca,Popayán,4,4203,95.17,2011
68081,Santander,Barrancabermeja,1,4665,21.44,2011
5837,Antioquia,Turbo,1,2939,34.03,2011
15572,Boyacá,Puerto Boyacá,0,1005,0.00,2011
86000,Putumayo,Putumayo,7,4360,160.55,2011
5154,Antioquia,Caucasia,0,1516,0.00,2011
70001,Sucre,Sincelejo,5,5550,90.09,2011
85000,Casanare,Casanare,0,6513,0.00,2011
25269,Cundinamarca,Facatativá,0,2022,0.00,2011
81000,Arauca,Arauca,3,4425,67.80,2011
15001,Boyacá,Tunja,1,2663,37.55,2011
13670,Bolívar,San Pablo,0,620,0.00,2011
68689,Santander,San Vicente de Chucurí,1,451,221.73,2011
18753,Caquetá,San Vicente del Caguán,1,955,104.71,2011
76147,Valle del Cauca,Cartago,0,1525,0.00,2011
63001,Quindio,Armenia,1,3133,31.92,2011
19785,Cauca,Sucre,0,70,0.00,2011
27450,Chocó,Medio San Juan,2,99,2020.20,2011
68077,Santander,Barbosa,0,399,0.00,2011
27205,Chocó,Condoto,0,181,0.00,2011
94000,Guainía,Guainía,1,611,163.67,2011
52079,Nariño,Barbacoas,0,431,0.00,2011
52250,Nariño,El Charco,1,367,272.48,2011
73443,Tolima,Mariquita,0,481,0.00,2011
44090,La Guajira,Dibulla,1,439,227.79,2011
5490,Antioquia,Necoclí,2,952,210.08,2011
25175,Cundinamarca,Chía,0,1661,0.00,2011
5045,Antioquia,Apartadó,2,2345,85.29,2011
13430,Bolívar,Magangué,3,2448,122.55,2011
54498,Norte de Santander,Ocaña,1,1770,56.50,2011
2011,Putumayo,Putumayo,7,3885,180.18,2011
47245,Magdalena,El Banco,1,1226,81.57,2011
20001,Cesar,Valledupar,8,9440,84.75,2011
41001,Huila,Neiva,1,6729,14.86,2011
2002,Arauca,Arauca,2,2733,73.18,2011
23417,Córdoba ,Lorica,1,1775,56.34,2011
52356,Nariño,Ipiales,1,1708,58.55,2011
23001,Córdoba ,Montería,5,8696,57.50,2011
5360,Antioquia,Itagui,1,2454,40.75,2011
76520,Valle del Cauca,Palmira,2,3514,56.92,2011
25885,Cundinamarca,Yacopí,0,125,0.00,2011
66572,Risaralda,Pueblo Rico,0,560,0.00,2011
5038,Antioquia,Angostura,0,173,0.00,2011
23300,Córdoba ,Cotorra,0,206,0.00,2011
27361,Chocó,Istmina,2,317,630.91,2011
8137,Atlántico,Campo de La Cruz,0,152,0.00,2011
18150,Caquetá,Cartagena del Chairá,2,437,457.67,2011
5674,Antioquia,San Vicente,0,210,0.00,2011
5895,Antioquia,Zaragoza,0,511,0.00,2011
19142,Cauca,Caloto,0,441,0.00,2011
85250,Casanare,Paz de Ariporo,0,603,0.00,2011
73504,Tolima,Ortega,0,500,0.00,2011
76895,Valle del Cauca,Zarzal,0,520,0.00,2011
73411,Tolima,Líbano,1,582,171.82,2011
54518,Norte de Santander,Pamplona,1,752,132.98,2011
13836,Bolívar,Turbaco,2,987,202.63,2011
47980,Magdalena,Zona Bananera,0,1111,0.00,2011
91000,Amazonas,Amazonas,2,1369,146.09,2011
5266,Antioquia,Envigado,0,1580,0.00,2011
52473,Nariño,Mosquera,0,106,0.00,2011
15820,Boyacá,Tópaga,0,61,0.00,2011
25612,Cundinamarca,Ricaurte,0,112,0.00,2011
18592,Caquetá,Puerto Rico,0,499,0.00,2011
27615,Chocó,Riosucio,1,252,396.83,2011
41016,Huila,Aipe,0,288,0.00,2011
73055,Tolima,Armero,0,144,0.00,2011
68572,Santander,Puente Nacional,0,135,0.00,2011
54810,Norte de Santander,Tibú,0,699,0.00,2011
20570,Cesar,Pueblo Bello,0,212,0.00,2011
5361,Antioquia,Ituango,0,413,0.00,2011
76250,Valle del Cauca,El Dovio,0,129,0.00,2011
44035,La Guajira,Albania,2,358,558.66,2011
25572,Cundinamarca,Puerto Salgar,1,214,467.29,2011
25799,Cundinamarca,Tenjo,0,272,0.00,2011
95001,Guaviare,San José del Guaviare,1,971,102.99,2011
19821,Cauca,Toribio,1,308,324.68,2011
73408,Tolima,Lérida,0,248,0.00,2011
13433,Bolívar,Mahates,0,339,0.00,2011
15469,Boyacá,Moniquirá,1,283,353.36,2011
47268,Magdalena,El Retén,1,375,266.67,2011
5120,Antioquia,Cáceres,1,585,170.94,2011
76736,Valle del Cauca,Sevilla,1,436,229.36,2011
5042,Antioquia,Santafé de Antioquia,0,288,0.00,2011
8078,Atlántico,Baranoa,2,854,234.19,2011
81065,Arauca,Arauquita,0,631,0.00,2011
50313,Meta,Granada,1,1214,82.37,2011
5604,Antioquia,Remedios,0,433,0.00,2011
94001,Guainía,Inírida,1,546,183.15,2011
85440,Casanare,Villanueva,0,519,0.00,2011
44560,La Guajira,Manaure,4,614,651.47,2011
41668,Huila,San Agustín,0,507,0.00,2011
86320,Putumayo,Orito,0,427,0.00,2011
2015,Sur del Tolima,Sur del Tolima,0,2013,0.00,2011
25307,Cundinamarca,Girardot,1,1642,60.90,2011
76248,Valle del Cauca,El Cerrito,0,612,0.00,2011
41132,Huila,Campoalegre,1,517,193.42,2011
13688,Bolívar,Santa Rosa del Sur,0,664,0.00,2011
5736,Antioquia,Segovia,1,652,153.37,2011
5172,Antioquia,Chigorodó,0,1197,0.00,2011
19573,Cauca,Puerto Tejada,1,632,158.23,2011
2014,Sur de Córdoba,Sur de Córdoba,6,4529,132.48,2011
44650,La Guajira,San Juan del Cesar,1,784,127.55,2011
18001,Caquetá,Florencia,0,3477,0.00,2011
5579,Antioquia,Puerto Berrío,1,874,114.42,2011
70708,Sucre,San Marcos,0,1093,0.00,2011
73268,Tolima,Espinal,1,1148,87.11,2011
23807,Córdoba ,Tierralta,4,1732,230.95,2011
66170,Risaralda,Dosquebradas,0,2610,0.00,2011
5615,Antioquia,Rionegro,0,1258,0.00,2011
41298,Huila,Garzón,1,1310,76.34,2011
8433,Atlántico,Malambo,2,1597,125.23,2011
5088,Antioquia,Bello,1,4558,21.94,2011
68001,Santander,Bucaramanga,4,8866,45.12,2011
91798,Amazonas,Tarapacá (ANM),0,44,0.00,2011
54109,Norte de Santander,Bucarasica,0,57,0.00,2011
19364,Cauca,Jambaló,1,115,869.57,2011
50325,Meta,Mapiripán,0,106,0.00,2011
52390,Nariño,La Tola,0,65,0.00,2011
68682,Santander,San Joaquín,0,38,0.00,2011
13655,Bolívar,San Jacinto del Cauca,0,109,0.00,2011
18479,Caquetá,Morelia,0,42,0.00,2011
25120,Cundinamarca,Cabrera,0,82,0.00,2011
68684,Santander,San José de Miranda,0,43,0.00,2011
13062,Bolívar,Arroyohondo,1,77,1298.70,2011
68502,Santander,Onzaga,0,24,0.00,2011
15223,Boyacá,Cubará,1,81,1234.57,2011
52323,Nariño,Gualmatán,0,80,0.00,2011
68720,Santander,Santa Helena del Opón,0,37,0.00,2011
13248,Bolívar,El Guamo,0,82,0.00,2011
5873,Antioquia,Vigía del Fuerte,0,91,0.00,2011
86219,Putumayo,Colón,0,74,0.00,2011
25372,Cundinamarca,Junín,0,59,0.00,2011
13160,Bolívar,Cantagallo,0,138,0.00,2011
95200,Guaviare,Miraflores,0,55,0.00,2011
15296,Boyacá,Gameza,0,98,0.00,2011
25793,Cundinamarca,Tausa,0,128,0.00,2011
19418,Cauca,López,1,46,2173.91,2011
15757,Boyacá,Socha,0,139,0.00,2011
25839,Cundinamarca,Ubalá,0,84,0.00,2011
47798,Magdalena,Tenerife,0,167,0.00,2011
19022,Cauca,Almaguer,1,171,584.80,2011
8675,Atlántico,Santa Lucía,0,79,0.00,2011
13894,Bolívar,Zambrano,0,174,0.00,2011
54800,Norte de Santander,Teorama,2,191,1047.12,2011
15806,Boyacá,Tibasosa,0,140,0.00,2011
50683,Meta,San Juan de Arama,1,96,1041.67,2011
25438,Cundinamarca,Medina,0,123,0.00,2011
47960,Magdalena,Zapayán,1,141,709.22,2011
5190,Antioquia,Cisneros,1,122,819.67,2011
5649,Antioquia,San Carlos,0,183,0.00,2011
13673,Bolívar,Santa Catalina,0,189,0.00,2011
19780,Cauca,Suárez,1,276,362.32,2011
13810,Bolívar,Tiquisio,0,282,0.00,2011
5607,Antioquia,Retiro,0,172,0.00,2011
20295,Cesar,Gamarra,0,152,0.00,2011
95025,Guaviare,El Retorno,0,147,0.00,2011
5667,Antioquia,San Rafael,0,148,0.00,2011
50577,Meta,Puerto Lleras,0,109,0.00,2011
76100,Valle del Cauca,Bolívar,1,146,684.93,2011
20383,Cesar,La Gloria,1,184,543.48,2011
15299,Boyacá,Garagoa,0,185,0.00,2011
76306,Valle del Cauca,Ginebra,0,199,0.00,2011
13473,Bolívar,Morales,0,201,0.00,2011
5789,Antioquia,Támesis,0,127,0.00,2011
47318,Magdalena,Guamal,0,346,0.00,2011
54820,Norte de Santander,Toledo,1,215,465.12,2011
76616,Valle del Cauca,Riofrío,0,161,0.00,2011
54206,Norte de Santander,Convención,0,287,0.00,2011
8558,Atlántico,Polonuevo,0,216,0.00,2011
25772,Cundinamarca,Suesca,0,175,0.00,2011
8372,Atlántico,Juan de Acosta,0,204,0.00,2011
66687,Risaralda,Santuario,0,184,0.00,2011
5234,Antioquia,Dabeiba,1,229,436.68,2011
15047,Boyacá,Aquitania,0,253,0.00,2011
68255,Santander,El Playón,0,194,0.00,2011
13654,Bolívar,San Jacinto,0,310,0.00,2011
47170,Magdalena,Chivolo,1,335,298.51,2011
41770,Huila,Suaza,0,297,0.00,2011
5284,Antioquia,Frontino,0,280,0.00,2011
5642,Antioquia,Salgar,0,258,0.00,2011
73675,Tolima,San Antonio,0,223,0.00,2011
68655,Santander,Sabana de Torres,0,490,0.00,2011
70508,Sucre,Ovejas,0,364,0.00,2011
19318,Cauca,Guapi,0,458,0.00,2011
17662,Caldas,Samaná,0,267,0.00,2011
19075,Cauca,Balboa,0,259,0.00,2011
17777,Caldas,Supía,0,287,0.00,2011
70429,Sucre,Majagual,1,530,188.68,2011
8634,Atlántico,Sabanagrande,1,388,257.73,2011
41791,Huila,Tarqui,0,294,0.00,2011
54003,Norte de Santander,Abrego,0,459,0.00,2011
47058,Magdalena,Ariguaní,0,405,0.00,2011
73616,Tolima,Rioblanco,0,353,0.00,2011
81300,Arauca,Fortul,1,291,343.64,2011
73585,Tolima,Purificación,0,335,0.00,2011
70823,Sucre,Tolú Viejo,1,334,299.40,2011
76622,Valle del Cauca,Roldanillo,0,393,0.00,2011
19532,Cauca,Patía,0,372,0.00,2011
47555,Magdalena,Plato,2,1186,168.63,2011
5101,Antioquia,Ciudad Bolívar,0,456,0.00,2011
8296,Atlántico,Galapa,0,495,0.00,2011
20228,Cesar,Curumaní,3,575,521.74,2011
47551,Magdalena,Pivijay,0,689,0.00,2011
63470,Quindio,Montenegro,0,511,0.00,2011
5051,Antioquia,Arboletes,0,498,0.00,2011
73283,Tolima,Fresno,0,507,0.00,2011
68190,Santander,Cimitarra,0,496,0.00,2011
5665,Antioquia,San Pedro de Uraba,1,671,149.03,2011
13442,Bolívar,María La Baja,1,785,127.39,2011
25843,Cundinamarca,Villa de San Diego de Ubate,0,904,0.00,2011
86001,Putumayo,Mocoa,1,728,137.36,2011
5376,Antioquia,La Ceja,0,705,0.00,2011
70670,Sucre,Sampués,0,802,0.00,2011
76275,Valle del Cauca,Florida,0,682,0.00,2011
13052,Bolívar,Arjona,3,886,338.60,2011
66682,Risaralda,Santa Rosa de Cabal,1,805,124.22,2011
63130,Quindio,Calarca,0,861,0.00,2011
50006,Meta,Acacías,1,1116,89.61,2011
20013,Cesar,Agustín Codazzi,1,1145,87.34,2011
47288,Magdalena,Fundación,1,1284,77.88,2011
76364,Valle del Cauca,Jamundí,0,1230,0.00,2011
81001,Arauca,Arauca,1,1572,63.61,2011
15238,Boyacá,Duitama,0,1605,0.00,2011
13490,Bolívar,Norosí,0,51,0.00,2011
19300,Cauca,Guachené ,0,1,0.00,2011
23682,Córdoba ,San José de Uré(1),0,68,0.00,2011
23815,Córdoba ,Tuchín,0,620,0.00,2011
94885,Guainía,La Guadalupe (ANM),0,0,#¡DIV/0!,2011
94888,Guainía,Morichal (ANM),0,2,0.00,2011
94884,Guainía,Puerto Colombia (ANM),0,3,0.00,2011
27430,Chocó,Medio Baudó,0,39,0.00,2011
97666,Vaupés,Taraira,0,34,0.00,2011
97161,Vaupés,Caruru,0,72,0.00,2011
27425,Chocó,Medio Atrato,0,45,0.00,2011
27491,Chocó,Nóvita,1,55,1818.18,2011
27250,Chocó,El Litoral del San Juan,0,10,0.00,2011
27073,Chocó,Bagadó,0,71,0.00,2011
25867,Cundinamarca,Vianí,0,49,0.00,2011
19809,Cauca,Timbiquí,0,138,0.00,2011
99624,Vichada,Santa Rosalía,0,56,0.00,2011
15293,Boyacá,Gachantivá,0,31,0.00,2011
94343,Guainía,Barranco Minas,0,39,0.00,2011
68217,Santander,Coromoro,0,80,0.00,2011
5576,Antioquia,Pueblorrico,0,90,0.00,2011
73873,Tolima,Villarrica,0,79,0.00,2011
76845,Valle del Cauca,Ulloa,0,61,0.00,2011
15464,Boyacá,Mongua,0,86,0.00,2011
15897,Boyacá,Zetaquira,0,48,0.00,2011
54520,Norte de Santander,Pamplonita,0,61,0.00,2011
27050,Chocó,Atrato,0,61,0.00,2011
19290,Cauca,Florencia,0,83,0.00,2011
47545,Magdalena,Pijiño del Carmen,0,212,0.00,2011
25596,Cundinamarca,Quipile,1,57,1754.39,2011
25841,Cundinamarca,Ubaque,0,107,0.00,2011
70400,Sucre,La Unión,0,173,0.00,2011
41357,Huila,Iquira,0,165,0.00,2011
50150,Meta,Castilla la Nueva,0,162,0.00,2011
13074,Bolívar,Barranco de Loba,0,274,0.00,2011
41349,Huila,Hobo,0,114,0.00,2011
25845,Cundinamarca,Une,0,85,0.00,2011
52051,Nariño,Arboleda,0,75,0.00,2011
25488,Cundinamarca,Nilo,0,86,0.00,2011
68773,Santander,Sucre,0,65,0.00,2011
85225,Casanare,Nunchía,0,99,0.00,2011
13667,Bolívar,San Martín de Loba,1,312,320.51,2011
5113,Antioquia,Buriticá,0,117,0.00,2011
25535,Cundinamarca,Pasca,0,146,0.00,2011
19392,Cauca,La Sierra,1,116,862.07,2011
5842,Antioquia,Uramita,0,92,0.00,2011
50350,Meta,La Macarena,1,149,671.14,2011
13600,Bolívar,Río Viejo ,0,162,0.00,2011
17433,Caldas,Manzanares,0,226,0.00,2011
50370,Meta,Uribe,0,113,0.00,2011
19513,Cauca,Padilla,1,89,1123.60,2011
15183,Boyacá,Chita,0,139,0.00,2011
41078,Huila,Baraya,1,107,934.58,2011
20443,Cesar,Manaure,1,129,775.19,2011
73026,Tolima,Alvarado,0,103,0.00,2011
13030,Bolívar,Altos del Rosario,1,167,598.80,2011
52490,Nariño,Olaya Herrera,0,293,0.00,2011
25769,Cundinamarca,Subachoque,0,143,0.00,2011
44855,La Guajira,Urumita,0,106,0.00,2011
15693,Boyacá,Santa Rosa de Viterbo,0,114,0.00,2011
18410,Caquetá,La Montañita,0,246,0.00,2011
5240,Antioquia,Ebéjico,0,116,0.00,2011
18205,Caquetá,Curillo,0,182,0.00,2011
66456,Risaralda,Mistrató,1,334,299.40,2011
70124,Sucre,Caimito,0,210,0.00,2011
25148,Cundinamarca,Caparrapí,0,109,0.00,2011
13780,Bolívar,Talaigua Nuevo,0,258,0.00,2011
76890,Valle del Cauca,Yotoco,0,141,0.00,2011
17444,Caldas,Marquetalia,0,177,0.00,2011
41676,Huila,Santa María,0,172,0.00,2011
50287,Meta,Fuente de Oro,0,206,0.00,2011
25402,Cundinamarca,La Vega,0,211,0.00,2011
23419,Córdoba ,Los Córdobas,0,221,0.00,2011
70678,Sucre,San Benito Abad,0,395,0.00,2011
5480,Antioquia,Mutatá,0,405,0.00,2011
76113,Valle del Cauca,Bugalagrande,0,225,0.00,2011
25260,Cundinamarca,El Rosal,0,285,0.00,2011
5585,Antioquia,Puerto Nare,0,167,0.00,2011
73555,Tolima,Planadas,0,465,0.00,2011
